Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","ryōshibako con motivi vegetali e marini","prima metà sec. XVII","Legno laccato - polveri metalliche applicate secondo lo stile Kōdaiji maki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1490_Jl01.jpg"
"","ryōshibako con stemma dell’imperatore","fine XIX sec.","Legno laccato di nero - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1491_Jl02.jpg"
"","ryōshibako con motivi vegetali","seconda metà sec. XVII","Legno laccato - polveri metalliche applicate secondo lo stile Kōdaiji maki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1492_Jl03.jpg"
"","ryōshibako con motivi di onde e crisantemi","fine XVIII - inizi XIX sec.","Legno laccato bruno - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1493_Jl04.jpg"
"","sumiakabako con piante - gru e tartaruga","fine XVII - inizi XVIII sec.","Tela laccata su anima di legno - copertura in lacca rigida decorata d’oro e d’argento? - rinforzi e chiusura metallici","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1494_Jl05.jpg"
"","ryōshibako con paesaggi e gru","fine XVIII - inizi XIX sec.","Legno laccato - decorazioni in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1495_Jl06.jpg"
"","ryōshibako con paesaggi di ciliegi in fiore e crisantemi","metà XVIII sec.","Legno laccato - decorazioni in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1496_Jl07.jpg"
"","nagafubako con due stemmi alternati","fine XVIII - inizi XIX sec.","Legno laccato - decorazioni in oro e argento - gancetti di metallo - cordini di seta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1497_Jl08.jpg"
"","fubako con stemmi di ventaglio","fine XVIII - inizi XIX sec.","Legno laccato - decorazioni in oro e argento - gancetti di metallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1498_Jl09.jpg"
"","piccolo ryōshibako con staccionata e crisantemi","metà XIX sec.","Legno laccato di nero - decorazione in oro e foglia d’oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1499_Jl10.jpg"
"","Cofanetto con stemmi congiunti","fine XIX sec.","Legno laccato di nero - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1500_Jl11.jpg"
"","donburi con stemmi","prima metà XIX secolo","Legno laccato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1501_Jl12.jpg"
"","jūbako con decorazione geometrica","fine XVIII - inizi XIX sec.","Legno laccato di nero - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1502_Jl13.jpg"
"","suzuribako con ventagli e anatre mandarine","prima metà XIX sec.","Legno laccato maki-e, decorazione in oro - argento e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1503_Jl14.jpg"
"","suzuribako intagliato e laccato","seconda metà XVIII - prima metà XIX sec.","Legno intagliato e laccato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1504_Jl15.jpg"
"","suzuribako decorato con fagiano e paesaggio notturno","ultimo quarto XVIII sec.","Legno laccato, decorazione in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1505_Jl16.jpg"
"","suzuribako decorato con crisantemi e farfalle","seconda metà XIX sec.","Legno laccato, decorazione in oro e altri metalli - madreperla e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1506_Jl17.jpg"
"","suzuribako con stemmi - motivi di onde e crisantemi","metà XIX sec.","Legno laccato di nero - decorazione in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1507_Jl18.jpg"
"","Kagamibako con volute vegetali - provvista di specchio","prima metà XIX sec.","Scatola in legno laccato di nero - decorazione in oro, specchio in lega di rame e nichel (?) - vimini","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1508_Jl19.jpg"
"","suzuribako e tomobako","primo quarto XX sec.","Legno laccato di nero - decorazione in oro, due panni colorati, legno grezzo con iscrizione ad inchiostro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1509_Jl20.jpg"
"","kanebako a volute vegetali e stemmi","prima metà XIX sec.","Scatola in legno laccato di nero - decorazione in oro - gancetti di metallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1510_Jl21.jpg"
"","tebako con decorazione a stemmi","fine XVII - inizi XVIII sec.","Legno laccato - decorazioni in oro. ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1511_Jl22.jpg"
"","chabako con rilievi vegetali","fine XVIII - inizi XIX sec.","Legno con laccatura rossastra superficiale, decorazione in oro e ceramica - madreperla - metalli - pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1512_Jl23.jpg"
"","chabako con vaso di peonie e braciere - fiori autunnali","primo quarto XX sec.","Legno laccato, decorazione in oro e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1513_Jl24.jpg"
"","vassoio e tomobako","secondo quarto XX sec.","Legno laccato di nero e rosso, stoffa tinta, legno grezzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1514_Jl25.jpg"
"","kashibako con staccionata e prugni fioriti","fine XVIII - inizi XIX sec.","Legno laccato - decorazione in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1515_Jl26.jpg"
"","tazza con ramo di pesco","fine XIX sec.","Legno laccato, decorazione in oro - argento (?) e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1516_Jl27a.jpg"
"","tazza con ramo di pesco","fine XIX sec.","Legno laccato, decorazione in oro - argento (?) e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1517_Jl27b.jpg"
"","sakazuki con pavoni e peonie","seconda metà XIX sec.","Legno laccato - decorazione in oro - argento e madreperla","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1518_Jl28.jpg"
"","kobako decorato con un ramo di prugno","primo quarto XX sec.","Legno laccato - decorazione in oro e argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1519_Jl29.jpg"
"","tazza da toeletta con ornamenti vegetali","fine XVIII - inizi XIX sec.","Legno laccato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1524_Jl34.jpg"
"","hagurobako con corolle di crisantemo","fine XVII - inizi XVIII sec.","Scatola in legno laccato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1525_Jl35.jpg"
"","portacandele traforato","fine XVIII - inizi XIX sec.","legno laccato e dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1526_Jl36a.jpg"
"","portacandele traforato","fine XVIII - inizi XIX sec.","legno laccato e dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1527_Jl36b.jpg"
"","natsume con stemmi","fine XVIII - inizi XIX sec.","Legno laccato e dorato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1528_Jl37.jpg"
"","natsume con ramo di prugno fiorito","XIX sec.","Legno laccato e dorato - decorazione in oro e madreperla","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1529_Jl38.jpg"
"","natsume con decorazione di suzuki","fine XIX - inizi XX secolo","Legno laccato - decorazione in oro (e altri metalli ?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1530_Jl39.jpg"
"","kōgō con paesaggi ed elementi decorativi","fine XVIII - inizi XIX sec.","Legno laccato - decorazione in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1531_Jl40.jpg"
"","kōgō con accessori per la cerimonia del tè","metà XIX sec.","Legno laccato - bordi metallici (lega di stagno?), decorazione in oro - madreperla e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1532_Jl41.jpg"
"","kōgō decorato con piantine di loto","fine XVIII - inizi XIX sec.","Legno laccato, decorazione in metallo - interno in oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1533_Jl42.jpg"
"","kōgō decorato con foglie di loto","secondo quarto XX sec.","Legno laccato di nero, decorazione in argento opaco e oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1534_Jl43.jpg"
"","kōgō decorato a volute geometriche","seconda metà XIX sec.","Legno a lacca multistrato intagliata (tsuishu)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1535_Jl44.jpg"
"","scatolina da plettro a motivi di felce","fine XIX sec. ","Legno laccato di rosso - decorazione in oro (chinkin-bori?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1536_Jl45a.jpg"
"","scatolina da plettro con crisantemi","fine XIX sec. ","Legno laccato - decorazione in rilievo con pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1537_Jl45b.jpg"
"","sakazuki con pavone e peonie","ultimo quarto XIX sec.","Legno laccato di rosso, decorazione in oro - argento (?) e madreperla","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1538_Jl46a.jpg"
"","sakazuki con gru e tartaruga","ultimo quarto XIX sec.","Legno laccato di rosso, decorazione in oro e argento (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1539_Jl46b.jpg"
"","Rakuchū Rakugai zu - parte sinistra","prima metà XVII sec.","inchiostro - tempera e foglia d'oro su sette strati di carta. Bordo di seta damascata e montatura in legno laccato.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1541_Jp01a.jpg"
"","scene di battaglie famose (1 di 2)","XVIII - XIX sec.","pittura e decorazione con polvere d’oro, supporto in carta spruzzata di laminette d'oro - con bordo di seta damascata - montato su struttura in legno laccato.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1545_Jp04b.jpg"
"","Grandi poeti della tradizione giapponese","XVIII - XIX sec.","dipinti applicati su foglia d’oro, supporto in carta con bordo di seta damascata - montato su struttura in legno laccato.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1546_Jp03.jpg"
"","Guhari Amida assiso su un alto loto","XIV-XV sec.","legno laccato di nero e di rosso - successivamente dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js01.jpg"
"","Amida stante in abhaya-varadamudrā","XII-XIII sec.","legno dorato su fondo di lacca nera","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js02.jpg"
"","Jizō Bosatsu stante su un doppio loto","XV sec.","legno dorato.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js03.jpg"
"","Jizō Bosatsu stante","seconda metà XVI - prima metà XVII sec.","scultura cava formata da pezzi assemblati (tecnica yosegi-zukuri). Legno laccato e dipinto/dorato.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js04.jpg"
"","Shōkannon stante su alto piedistallo di loto","XIV sec.","scultura cava formata da pezzi assemblati (tecnica yosegi-zukuri). Legno di cipresso giapponese dorato (tecnica shippaku).","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js05.jpg"
"","Tennō che calca un demone","seconda metà XII sec.","statua piena scolpita da un unico blocco di legno (tecnica ichiboku-zukuri). Legno di cipresso giapponese - tracce di pigmento.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js06a.jpg"
"","Tennō che calca un demone","seconda metà XII sec.","statua piena scolpita da un unico blocco di legno (tecnica ichiboku-zukuri). Legno di cipresso giapponese - tracce di pigmento.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1542_Js06b.jpg"
"","Contenitore per sūtra in pietra (kyōzutsu 経筒)","secondo quarto XII sec.","pietra scolpita e levigata.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1554_Js08.jpg"
"","Kesa con motivo di grandi draghi dorati","seconda metà XVIII sec.","tessuto in seta con carta dorata a striscioline, con inserti. Fodera in taffetà nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1555_Jt01.jpg"
"","Kesa a disegni geometrici romboidali","metà XIX sec.","raso di seta operato con seta policroma e "oro a strisce", fodera di taffetà rosa-arancio","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1556_Jt02-ter.jpg"
"","Kesa con disegni circolari e nuvole stilizzate","prima metà XIX sec.","tessuto in raso di seta verde broccato - inserti in raso operato in seta arancio - broccature in "oro a strisce". Fodera in taffetà di seta viola.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1557_Jt03-bis.jpg"
"","Kesa con motivi di fenici e glicini","terzo quarto XIX sec.","tessuto in raso di seta viola broccato - inserti in raso operato in seta rossa - broccature in "oro a strisce". Fodera in taffetà di seta rosa (probabilmente di sostituzione).","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1558_Jt04-ter.jpg"
"","Kesa con motivi floreali - draghi e fenici","prima metà XIX sec.","tessuto in seta, fodera in cotone ocra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1559_Jt05.jpg"
"","Kesa con motivi floreali dorati","XVIII sec.","raso di seta operato con seta e filati metallici, fodera in taffetà rosa-arancio","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1560_Jt06.jpg"
"","Kesa con motivi floreali e augurali","prima metà XIX sec.","tessuto in seta e argento a strisce, fodera in cotone verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1561_Jt07.jpg"
"","Kesa a motivi geometrici stilizzati","seconda metà XVIII sec.","tessuto in seta, fodera rosa","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1562_Jt08.jpg"
"","Amitayus sul trono dei pavoni","XVIII-XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1563_16.jpg"
"","Il paradiso di Vaishravana","XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1564_19.jpg"
"","Ushnishavijaya","XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1565_thang-ka-11.jpg"
"","Il Buddha Shakyamuni (Amoghasiddhi)","XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1566_12.jpg"
"","Avalokiteshvara a 1000 braccia","XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1567_14.jpg"
"","Dharmatala - Vaishravana e Virupaksha","XVIII-XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1568_15.jpg"
"","Shakyamuni e gli yi-dam della scuola dGe-lugs-pa","XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1569_13.jpg"
"","dPal-ldam-lha-mo con il suo seguito","XIX-XX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1570_17.jpg"
"","Cakrasamvara e Vajravarahi","XV secolo - prima metà","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1577_25.jpg"
"","sTon-pa gShen-rab (divinità Bon)","XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1578_29.jpg"
"","Na-ro mkha'-spyod-ma","XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1579_e.jpg"
"","Mahavajrabhairava","XVII-XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1580_File0012.jpg"
"","Bhaishajyaguru (Buddha della Medicina)","XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1581_36.jpg"
"","I 35 Buddha della Confessione","XVIII-XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1582_28.jpg"
"","Il Palazzo Celeste di Shyamantara","XVIII-XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1583_30.jpg"
"","Shakyamuni e i 35 Buddha della Confessione","XVIII secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1584_34.jpg"
"","Il futuro re di Shambala - Raudra Chakri","XVIII-XIX secolo","tempera su cotone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1585_37.jpg"
